Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
2018-09-09,5,1,5,0,Use recreationally,A few times per month,,,,,1,Bonavista,Division No.  7,Notre Dame--Central Bonavista Bay,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10 - NonCMA
2018-09-09,3,1,3,0,Use recreationally,Daily,,,,,1,Trinity Bay North,Division No.  7,Notre Dame--Central Bonavista Bay,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10 - NonCMA
2018-09-10,10,1,10,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-09-12,12,1,12,0,Use recreationally,Daily,,,,,7,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-09-12,8.5,1,8.5,0,Use recreationally,Daily,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-09-12,10,1,10,0,Use recreationally,A few times per month,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-09-12,7.5,1,7.5,0,Use recreationally,A few times per week,,,,,14,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-09-13,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-09-16,10,1,10,0,Use recreationally,A few times a year,,,,,1,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-09-16,10,1,10,0,Medicate - without a medical document,A few times per month,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-09-17,12,1,12,0,Use recreationally,Daily,,,,,28,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-09-18,10,1,10,0,Use recreationally,A few times per month,,,,,1,Melville,Division No.  5,Yorkton--Melville,Saskatchewan,47 - NonCMA
2018-09-19,6.82,1,6.82,0,Use recreationally,A few times per month,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-09-19,14,1,14,0,Use recreationally,A few times per week,,,,,1,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-09-19,4,1,4,0,Use recreationally,A few times per week,,,,,1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-09-19,8,1,8,0,Medicate - without a medical document,A few times a year,,,,,0.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-09-20,6,1,6,0,Use recreationally,,,,,,,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
2018-09-22,6,1,6,0,Medicate - without a medical document,,,,,,,Bridgewater,Lunenburg,Southern / Sud,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
2018-09-22,12,1,12,0,Use recreationally,A few times a year,,,,,0.1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-09-22,10,1,10,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-09-23,12,1,12,0,Medicate - without a medical document,Daily,,,,,48,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-09-23,5,1,5,0,Use recreationally,Daily,,,,,42,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
2018-09-23,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,London,Middlesex,London,Ontario,London
2018-09-23,5,1,5,0,Use recreationally,A few times a year,,,,,0.5,Gananoque,Leeds and Grenville,Ottawa,Ontario,35 - NonCMA
2018-09-25,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Olds,Division No.  6,Calgary,Alberta,48 - NonCMA
2018-09-26,10,1,10,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-09-26,5,1,5,0,Medicate - with a medical document,Daily,,,,,3.5,Truro,Colchester,North Shore / Côte-nord,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
2018-09-26,10,1,10,0,Medicate - without a medical document,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-09-27,10,1,10,0,Use recreationally,A few times a year,,,,,0.3,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-09-27,8,1,8,0,Use recreationally,A few times per week,,,,,3.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-09-28,12,1,12,0,Use recreationally,A few times per week,,,,,7,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-09-28,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Bracebridge,Muskoka,Muskoka--Kawarthas,Ontario,35 - NonCMA
2018-09-30,10,1,10,0,Medicate - without a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-09-30,15,1,15,0,Medicate - with a medical document,,,,,,,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-10-01,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-01,8,1,8,0,Medicate - with a medical document,,,,,,,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-10-02,10,1,10,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-10-02,10,1,10,0,Medicate - with a medical document,Daily,,,,,1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-03,3,1,3,0,Use recreationally,Daily,,,,,14,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-10-03,5,1,5,0,Use recreationally,,,,,,,Grande Prairie,Division No. 19,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
2018-10-03,6.8,1,6.8,0,Use recreationally,A few times a year,,,,,0.5,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
2018-10-04,10,1,10,0,Use recreationally,A few times per week,,,,,1,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-10-04,10,1,10,0,Use recreationally,A few times per month,,,,,3.5,London,Middlesex,London,Ontario,London
2018-10-08,10,1,10,0,Medicate - without a medical document,Daily,,,,,3.5,Mississauga,Peel,Toronto,Ontario,Toronto
2018-10-08,10,1,10,0,Use recreationally,Daily,,,,,7,Mississauga,Peel,Toronto,Ontario,Toronto
2018-10-08,10,1,10,0,Medicate - without a medical document,Daily,,,,,3.5,Mississauga,Peel,Toronto,Ontario,Toronto
2018-10-09,8.5,1,8.5,0,Medicate - with a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-10-09,10,1,10,0,Use recreationally,Daily,,,,,3.5,Belleville,Hastings,Kingston--Pembroke,Ontario,Belleville
2018-10-09,10,1,10,0,Use recreationally,A few times per week,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-10-10,11,1,11,0,Use recreationally,A few times a year,,,,,0.1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-10,10,1,10,0,Use recreationally,,,,,,,Mississauga,Peel,Toronto,Ontario,Toronto
2018-10-10,14,1,14,0,Use recreationally,A few times a year,,,,,0.5,Mississauga,Peel,Toronto,Ontario,Toronto
2018-10-10,10,1,10,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-10,12,1,12,0,Medicate - with a medical document,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-10,12.5,1,12.5,0,Use recreationally,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-10,11,1,11,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-10-11,6,1,6,0,Medicate - without a medical document,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-10-11,6.5,1,6.5,0,Use recreationally,A few times a year,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-10-11,8,1,8,0,Use recreationally,A few times per week,,,,,7,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-10-12,8.5,1,8.5,0,Medicate - with a medical document,Daily,,,,,90,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-10-12,8.5,1,8.5,0,Use recreationally,A few times per week,,,,,7,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-10-12,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-12,7,1,7,0,Medicate - with a medical document,Daily,,,,,120,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
2018-10-12,12,1,12,0,Use recreationally,,,,,,,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-10-13,6.5,1,6.5,0,Use recreationally,,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-10-13,7,1,7,0,Use recreationally,A few times per month,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-10-14,10,1,10,0,Use recreationally,A few times per week,,,,,28,Truro,Colchester,North Shore / Côte-nord,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
2018-10-16,10,1,10,0,Use recreationally,A few times per week,,,,,1,Sainte-Julie,Marguerite-D'Youville,Montérégie,Quebec / Québec,Montréal
2018-10-16,10,1,10,0,Use recreationally,A few times a year,,,,,0,Victoriaville,Arthabaska,Centre-du-Québec,Quebec / Québec,24 - NonCMA
2018-10-16,4,1,4,0,Use recreationally,A few times a year,,,,,0.5,Trois-Rivières,Francheville,Mauricie,Quebec / Québec,Trois-Rivières
2018-10-16,4,1,4,0,Use recreationally,A few times per week,,,,,0.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-10-16,8.5,1,8.5,0,Use recreationally,A few times per month,,,,,3.5,Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
2018-10-16,10,1,10,0,Medicate - without a medical document,A few times a year,,,,,0.05,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-10-16,10,1,10,0,Use recreationally,A few times per month,Other - better quality or variety of cannabis,Male,No,,28,Lamèque,Gloucester,Campbellton--Miramichi,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-10-16,7,1,7,0,Use recreationally,Daily,A government-licenced retailer in-store,Male,Yes,Yes,14,Shediac,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-10-16,6,1,6,0,Use recreationally,Daily,Other - difficulty accessing legal cannabis,Male,No,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-16,10,1,10,0,Use recreationally,A few times a year,Other - better quality or variety of cannabis,Male,No,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-10-16,10,1,10,0,Medicate - without a medical document,A few times a year,Other - difficulty accessing legal cannabis,Male,No,,0.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-10-16,10,1,10,0,Use recreationally,,Other - better quality or variety of cannabis,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-17,8.4,1,8.4,0,Use recreationally,A few times per week,A federal-licenced producer via mail delivery,Male,No,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-10-17,11,1,11,0,Use recreationally,A few times a year,Other - difficulty accessing legal cannabis,Female,No,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-17,4.5,1,4.5,0,Use recreationally,Daily,Other - legal cannabis was too expensive,Male,No,,,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-10-17,13.85,1,13.85,0,Use recreationally,A few times a year,A government-licenced retailer via mail delivery,Female,Yes,Yes,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-10-17,8.75,1,8.75,0,Use recreationally,A few times a year,A government-licenced retailer via mail delivery,Male,No,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-17,7,1,7,0,Use recreationally,A few times a year,Other - difficulty accessing legal cannabis,Male,No,,0.5,Brossard,Longueuil,Montérégie,Quebec / Québec,Montréal
2018-10-17,8,1,8,0,Use recreationally,A few times per week,Other - better quality or variety of cannabis,Female,No,,1,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-10-17,11,1,11,0,Use recreationally,A few times per week,Other - difficulty accessing legal cannabis,Male,No,,1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-17,13.85,1,13.85,0,Use recreationally,A few times a year,A government-licenced retailer via mail delivery,Male,Yes,Yes,1,North Bay,Nipissing,Northeast / Nord-est,Ontario,35 - NonCMA
2018-10-17,7.95,1,7.95,0,Use recreationally,A few times a year,A government-licenced retailer via mail delivery,Male,Yes,Yes,0,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-17,10.5,1,10.5,0,Use recreationally,A few times a year,A government-licenced retailer via mail delivery,Male,Yes,Yes,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-10-17,6.86,1,6.86,0,Medicate - with a medical document,,A federal-licenced producer via mail delivery,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-10-17,12,1,12,0,Medicate - without a medical document,Daily,Other - difficulty accessing legal cannabis,Female,No,,7,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-10-17,10.5,1,10.5,0,Use recreationally,A few times a year,A government-licenced retailer in-store,Female,No,,,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-10-17,6,1,6,0,Use recreationally,A few times a year,Other - better quality or variety of cannabis,Male,Yes,No,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-17,4.5,1,4.5,0,Use recreationally,,Other - legal cannabis was too expensive,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-10-17,7,1,7,0,Use recreationally,A few times per month,Other - difficulty accessing legal cannabis,Male,No,,3.5,Terrebonne,Les Moulins,Lanaudière,Quebec / Québec,Montréal
2018-10-18,9.4,1,9.4,0,Use recreationally,A few times per month,A government-licenced retailer in-store,Male,No,,3.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-10-18,10,1,10,0,Use recreationally,A few times per month,Other - difficulty accessing legal cannabis,Female,No,,1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-18,7,1,7,0,Use recreationally,A few times per week,A government-licenced retailer in-store,Female,No,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-10-18,10,1,10,0,Use recreationally,A few times per week,Other - difficulty accessing legal cannabis,Male,No,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-18,5,1,5,0,Use recreationally,A few times a year,Other - difficulty accessing legal cannabis,Female,No,,1,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-10-18,10,1,10,0,Use recreationally,A few times per week,Other - better quality or variety of cannabis,Female,No,,14,Waterloo,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-10-20,10,1,10,0,Medicate - with a medical document,,A government-licenced retailer via mail delivery,,,,,Waterloo,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-10-20,10,1,10,0,Medicate - with a medical document,Daily,A government-licenced retailer via mail delivery,Female,No,,0.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-10-20,8,1,8,0,Use recreationally,,Other - better quality or variety of cannabis,,,,,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-10-21,3,1,3,0,Use recreationally,,Other - legal cannabis was too expensive,,,,,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-10-21,8,1,8,0,Medicate - without a medical document,,A federal-licenced producer via mail delivery,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-10-21,10,1,10,0,Use recreationally,A few times per month,A government-licenced retailer in-store,Female,No,,1,London,Middlesex,London,Ontario,London
2018-10-22,5,1,5,0,Use recreationally,A few times a year,Other - legal cannabis was too expensive,Male,No,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-10-22,10.25,1,10.25,0,Use recreationally,A few times a year,A government-licenced retailer via mail delivery,Male,Yes,Yes,0.5,Kingston,Frontenac,Kingston--Pembroke,Ontario,Kingston
2018-10-22,13.85,1,13.85,0,Use recreationally,A few times a year,A government-licenced retailer via mail delivery,Male,Yes,Yes,0.5,Kingston,Frontenac,Kingston--Pembroke,Ontario,Kingston
2018-10-23,12.5,1,12.5,0,Use recreationally,,A government-licenced retailer in-store,,,,,Edmundston,Madawaska,Edmundston--Woodstock,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-10-23,8,1,8,0,Medicate - without a medical document,,Other - better quality or variety of cannabis,,,,,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-10-24,10,1,10,0,Medicate - with a medical document,Daily,A government-licenced retailer in-store,Male,No,,1,Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
2018-10-25,13.5,1,13.5,0,Use recreationally,A few times a year,A federal-licenced producer via mail delivery,Male,No,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-10-25,12,1,12,0,Use recreationally,,Other - better quality or variety of cannabis,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-10-26,8,1,8,0,Use recreationally,A few times a year,A government-licenced retailer via mail delivery,Male,No,,1,Saint-Jean-sur-Richelieu,Le Haut-Richelieu,Montérégie,Quebec / Québec,Montréal
2018-10-26,12,1,12,0,Medicate - without a medical document,Daily,A government-licenced retailer in-store,Male,No,,1,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-10-29,13.85,1,13.85,0,Use recreationally,,A government-licenced retailer via mail delivery,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-11-02,4,1,4,0,Use recreationally,,Other - legal cannabis was too expensive,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-11-08,12.25,1,12.25,0,Use recreationally,,A government-licenced retailer in-store,,,,,London,Middlesex,London,Ontario,London
2018-11-09,10,1,10,0,Medicate - with a medical document,,A federal-licenced producer via mail delivery,,,,,Niagara Falls,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
2018-11-12,12.86,1,12.86,0,Medicate - without a medical document,Daily,A government-licenced retailer in-store,Male,No,,7,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-11-14,12,1,12,0,Use recreationally,A few times per month,A government-licenced retailer in-store,Female,No,,3.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-11-15,5,1,5,0,Medicate - without a medical document,Daily,Other - legal cannabis was too expensive,Male,No,,0.5,Cornwall,"Stormont, Dundas and Glengarry",Ottawa,Ontario,35 - NonCMA
2018-11-16,5,1,5,0,Use recreationally,A few times per week,Other - difficulty accessing legal cannabis,Male,No,,3.5,Hamilton,Northumberland,Muskoka--Kawarthas,Ontario,35 - NonCMA
2018-11-16,6,1,6,0,Medicate - with a medical document,,A federal-licenced producer via mail delivery,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-11-19,10,1,10,0,Medicate - with a medical document,,A federal-licenced producer via mail delivery,,,,,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-11-20,7,1,7,0,Use recreationally,,Other - difficulty accessing legal cannabis,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-11-24,12,1,12,0,Medicate - without a medical document,A few times a year,Other - legal cannabis was too expensive,Female,No,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-11-25,10,1,10,0,Use recreationally,A few times a year,Other - difficulty accessing legal cannabis,Female,Yes,No,0.01,Mississauga,Peel,Toronto,Ontario,Toronto
2018-11-27,4,1,4,0,Medicate - with a medical document,Daily,Other - legal cannabis was too expensive,Male,No,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-11-29,6.88,1,6.88,0,Use recreationally,A few times a year,Other - better quality or variety of cannabis,Female,No,,0,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-11-30,10,1,10,0,Use recreationally,Daily,Other - difficulty accessing legal cannabis,Male,Yes,Yes,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-11-30,10,1,10,0,Use recreationally,A few times per month,Other - difficulty accessing legal cannabis,Male,No,,0.5,Mississauga,Peel,Toronto,Ontario,Toronto
2018-12-01,10,1,10,0,Use recreationally,,Other - difficulty accessing legal cannabis,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-12-02,10,1,10,0,Use recreationally,,Other - difficulty accessing legal cannabis,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-12-03,10,1,10,0,Use recreationally,A few times per week,Other - legal cannabis was too expensive,Male,No,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-12-06,10,1,10,0,Use recreationally,,A federal-licenced producer via mail delivery,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-12-07,10,1,10,0,Medicate - without a medical document,,A government-licenced retailer in-store,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-12-11,6,1,6,0,Medicate - with a medical document,,A government-licenced retailer in-store,,,,,Alberta Beach,Division No. 13,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
2018-12-11,13,1,13,0,Medicate - with a medical document,,A government-licenced retailer in-store,,,,,Alberta Beach,Division No. 13,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
2018-12-13,11,1,11,0,Use recreationally,A few times a year,A government-licenced retailer via mail delivery,Male,No,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-12-15,5,1,5,0,Medicate - with a medical document,Daily,Other - legal cannabis was too expensive,Male,No,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-12-19,5,1,5,0,Use recreationally,,Other - difficulty accessing legal cannabis,,,,,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-12-19,11,1,11,0,Medicate - without a medical document,Daily,Other - difficulty accessing legal cannabis,Male,Yes,Yes,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-12-21,9.24,1,9.24,0,Use recreationally,Daily,A government-licenced retailer via mail delivery,Female,No,,14,Mississauga,Peel,Toronto,Ontario,Toronto
2019-01-02,10,1,10,0,Use recreationally,A few times per week,Other - legal cannabis was too expensive,Male,No,,3.5,Barrie,Simcoe,Kitchener--Waterloo--Barrie,Ontario,Barrie
2019-01-09,10,1,10,0,Use recreationally,,A government-licenced retailer in-store,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2019-01-09,10,1,10,0,Use recreationally,,Other - better quality or variety of cannabis,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2019-01-11,12,1,12,0,Use recreationally,Daily,A federal-licenced producer via mail delivery,Female,No,,28,Toronto,Toronto,Toronto,Ontario,Toronto
2019-01-21,6,1,6,0,Use recreationally,,Other - legal cannabis was too expensive,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2019-01-23,8,1,8,0,Medicate - without a medical document,A few times a year,A government-licenced retailer in-store,Male,Yes,Yes,0.5,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2019-01-25,8.5,1,8.5,0,Medicate - with a medical document,Daily,A federal-licenced producer via mail delivery,Male,No,,28,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
2019-01-25,8,1,8,0,Use recreationally,,Other - legal cannabis was too expensive,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2019-01-27,4,1,4,0,Medicate - without a medical document,Daily,Other - difficulty accessing legal cannabis,Male,No,,3.5,Port Alberni,Alberni-Clayoquot,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,10,1.25,8,0,Medicate - without a medical document,Daily,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-01-30,20,1.5,13.33,0,Use recreationally,A few times per month,,,,,2.5,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
2018-01-30,20,1.5,13.33,0,Medicate - without a medical document,A few times per month,,,,,0.25,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-02-03,7.5,1.5,5,0,Use recreationally,A few times per week,,,,,14,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
2018-04-30,15,1.5,10,0,Use recreationally,Daily,,,,,14,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-07-09,18,1.5,12,0,Medicate - with a medical document,,,,,,,Chilliwack,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,59 - NonCMA
